,ASV,Phylum,Class,Order,Family,Genus,Species,Metabolite,Corr.r
125,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 137,-0.864360862
126,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 102,-0.867968532
127,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 112,-0.872491516
128,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 107,-0.860412998
129,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 118,-0.866061752
130,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 139,-0.863867978
131,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,N-acetyl-glutamine,-0.863572759
132,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 138,-0.861982379
133,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 101,-0.87063233
134,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 126,-0.87008504
135,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 127,-0.86325329
136,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 56,-0.857379251
137,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 108,-0.867148235
138,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 105,-0.854863284
139,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 106,-0.853156674
140,ASV-3113,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Feature 53,0.852460227
141,ASV-3117,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured unidentified_marine,Glycerate,0.876436808
142,ASV-3155,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_bacterium,Glycerate,0.876436808
143,ASV-3160,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured,uncultured uncultured_bacterium,Glycerate,0.876436808
144,ASV-3166,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,uncultured uncultured_organism,Glycerate,0.876436808
145,ASV-3268,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unclassified  Sphingomonas,Glycerate,0.876436808
146,ASV-3271,Proteobacteria,Alphaproteobacteria,Unclassified Alphaproteobacteria,Unclassified Alphaproteobacteria,Unclassified Alphaproteobacteria,Unclassified Alphaproteobacteria,Glycerate,0.876436808
147,ASV-3286,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unclassified Rhizobiales,Unclassified Rhizobiales,Unclassified Rhizobiales,Glycerate,0.876436808
148,ASV-3330,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea,Roseitalea uncultured_bacterium,Glycerate,0.876436808
149,ASV-3337,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,Unclassified  Labrenzia,Feature 112,-0.853091168
150,ASV-3337,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,Unclassified  Labrenzia,Feature 101,-0.851126184
151,ASV-3337,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,Unclassified  Labrenzia,Feature 126,-0.85053571
152,ASV-3339,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,Unclassified  Labrenzia,Glycerate,0.876436808
153,ASV-3383,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Marinicaulis,Marinicaulis uncultured_bacterium,Glycerate,0.876436808
154,ASV-3454,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unclassified Rickettsiales,Unclassified Rickettsiales,Unclassified Rickettsiales,Glycerate,0.876436808
155,ASV-3475,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia,Tistlia marine_metagenome,Glycerate,0.876436808
156,ASV-3556,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified Rhodobacteraceae,Unclassified Rhodobacteraceae,Glycerate,0.876436808
157,ASV-3569,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria uncultured_Alphaproteobacteria,Glycerate,0.876436808
158,ASV-379,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Unclassified Cellvibrionaceae,Unclassified Cellvibrionaceae,Glycerate,0.876436808
159,ASV-398,Proteobacteria,Gammaproteobacteria,Unclassified Gammaproteobacteria,Unclassified Gammaproteobacteria,Unclassified Gammaproteobacteria,Unclassified Gammaproteobacteria,Glycerate,0.876436808
160,ASV-457,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,Unclassified  Aliikangiella,Glycerate,0.876436808
161,ASV-609,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group uncultured_bacterium,Glycerate,0.876436808
162,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 96,-0.932047765
163,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 117,-0.933398204
164,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 10,0.935875814
165,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 102,-0.974166491
166,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 126,-0.980061183
167,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Arginine,0.949859819
168,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 8,0.93986094
169,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 103,-0.955188673
170,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 104,-0.967330294
171,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 107,-0.958811867
172,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 118,-0.968611626
173,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 109,-0.964213501
174,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 105,-0.946861803
175,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 128,-0.909206426
176,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 125,-0.90070616
177,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 25,0.877637767
178,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 84,0.922327531
179,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,NG-dimethyl-L-arginine,0.891806309
180,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 106,-0.935875996
181,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 11,0.954549452
182,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 91,-0.924421546
183,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 110,-0.951737748
184,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 141,-0.89143455
185,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 89,0.942063163
186,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Ornithine,0.942604244
187,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 108,-0.970005305
188,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 112,-0.971236026
189,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 90,-0.939330373
190,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,4-Guanidinobutanoic acid,0.948275197
191,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 139,-0.973504208
192,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 133,-0.952628894
193,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 114,-0.961545586
194,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 19,-0.875495257
195,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 140,-0.906899542
196,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 58,0.926170707
197,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 137,-0.966677856
198,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 35,0.949655968
199,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 127,-0.971318506
200,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 12,0.954590194
201,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 16,0.922182243
202,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 37,0.951834337
203,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 113,-0.949998115
204,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 13,0.899702682
205,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 18,-0.875495257
206,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 42,0.950142921
207,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 14,0.95689961
208,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 43,0.891918121
209,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 9,0.968370045
210,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Homoarginine,0.900422757
211,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 60,-0.910508296
212,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 15,0.940551757
213,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 101,-0.977525635
214,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 56,-0.975069989
215,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 62,0.941309006
216,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 17,0.947468097
217,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 67,0.862955282
218,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 36,0.900478128
219,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 66,0.868282997
220,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 51,-0.894382063
221,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 65,0.867847368
222,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 138,-0.977448796
223,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 53,0.894042352
224,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 57,0.939202975
225,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 40,0.900422757
226,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 100,-0.897239627
227,ASV-61,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unclassified  Mitochondria,Feature 61,0.947031945
228,ASV-680,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,OM27_clade uncultured_proteobacterium,Glycerate,0.876436808
229,ASV-682,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,OM27_clade uncultured_organism,Glycerate,0.876436808
230,ASV-683,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,OM27_clade uncultured_organism,Glycerate,0.876436808
231,ASV-698,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,OM27_clade uncultured_bacterium,Glycerate,0.876436808
232,ASV-725,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio uncultured_marine,Glycerate,0.876436808
233,ASV-728,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio uncultured_bacterium,Glycerate,0.876436808
234,ASV-749,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Peredibacter uncultured_bacterium,Glycerate,0.876436808
235,ASV-753,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Unclassified  Peredibacter,Glycerate,0.876436808
236,ASV-758,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Peredibacter uncultured_Peredibacter,Glycerate,0.876436808
237,ASV-774,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,Halobacteriovorax Bacteriovorax_sp.,Glycerate,0.876436808
238,ASV-777,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,Halobacteriovorax uncultured_phototrophic,Glycerate,0.876436808
239,ASV-795,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,Unclassified  P3OB-42,Glycerate,0.876436808
240,ASV-826,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,Unclassified  P3OB-42,Glycerate,0.876436808
241,ASV-835,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,BIrii41 uncultured_Polyangiaceae,Glycerate,0.876436808
242,ASV-885,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,Bradymonadales,Unclassified  Bradymonadales,Glycerate,0.876436808
243,ASV-895,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,Bradymonadales,Bradymonadales uncultured_marine,Glycerate,0.876436808
244,ASV-970,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,Unclassified  uncultured,Glycerate,0.876436808
245,ASV-984,Bacteroidota,Bacteroidia,Chitinophagales,37-13,37-13,37-13 uncultured_Bacteroidetes,Glycerate,0.876436808